スレ数,ID,コメント,投稿時刻
573,ID:gY8Ip+ib0NIKU,>>573  入れたら他のサイトで公開出来ないだろ  複数のwebコミで公開されてる電書も山ほどあるぞ  勝手に宣伝したら訴えられる,2018/11/29 16:24:47
574,ID:YuYVk899dNIKU,機械人形ナナミちゃんってWeb漫画は半分広告だな,2018/11/29 16:43:02
575,ID:RW3G0gXT0NIKU,>>575  いま見てみたら  バー経営、ゲーム制作を同時に進行してて  ゆくゆくは映画製作とかいうすさまじい大風呂敷を広げてて  絶界行なみの大冒険だと思った,2018/11/29 16:51:17
576,ID:Jzy4sed3dNIKU,タケショボウのやり方はどうでもいい  つくし卿にいくら入るかだ,2018/11/29 17:12:41
577,ID:7/nfATVEMNIKU,>>577  売上の２～３％じゃないかな？  竹書房と製作委員会がどのくらい持ってくかだな,2018/11/29 17:53:27
578,ID:ZI7fMaC0dNIKU,>>577  流石に1本が限界,2018/11/29 17:58:04
579,ID:y+k+f85t6NIKU,>>579  上の口があるではないか……     会食接待ヤ打チ上ゲノコトダヨ？,2018/11/29 18:09:58
580,ID:Q30FnRUepNIKU,>>580  じゃあ下の口には何が入るんだよ,2018/11/29 18:20:06
581,ID:/jaEW6rv0NIKU,中の口にも何か入れよう,2018/11/29 18:38:18
582,ID:X0YaT7KmdNIKU,俺は後ろの口で,2018/11/29 18:55:07
583,ID:EjjxpEXeMNIKU,タケってヤバい会社なの？,2018/11/29 19:03:03
584,ID:41Z9andWdNIKU,タケショ棒,2018/11/29 19:06:49
585,ID:rirq/39+MNIKU,ショタ棒と聞いて,2018/11/29 19:15:53
586,ID:5lKYH2M0xNIKU,明日更新があると思ってる奴は素人,2018/11/29 19:43:41
587,ID:my6ItVhG0NIKU,通は今日更新があると思ってる,2018/11/29 19:51:32
588,ID:dkqM8qXI0NIKU,俺なんてとっくの2ヶ月前に更新を見届けたもんね,2018/11/29 19:54:52
589,ID:D+h9fO8M0NIKU,47話もそうだったが何で最新話海外に流失してんだ？  WEBコミックなのに・・・意味がわからん,2018/11/29 21:24:13
590,ID:67HFNAOj0NIKU,そろそろ更新がないと成れ果ててしまう…,2018/11/29 21:29:45
591,ID:E7zye8lb0NIKU,他のWeb作品でもなんでだか海外サイトで一足先に公開されてたなんて例があるけどなんだろうね  世界同時公開のつもりで配信時間をグリニッジ時間で管理してるのかな,2018/11/29 21:42:37
592,ID:OIOuQzWGaNIKU,海外(アビスの外),2018/11/29 21:44:56
593,ID:SH8DveRrdNIKU,流出サイトに迷い込むアホが一定数いるからだろ  でも、そんだけ名前が知れ渡ってるのは凄い事だ,2018/11/29 21:47:49
594,ID:E/70q2rG0NIKU,明日更新来るに100ナナチ賭けるわ,2018/11/29 21:47:56
595,ID:RW3G0gXT0NIKU,流出なんてあったのか  >>592でもなければ、管理の甘さかヒューマンエラーが原因なのか,2018/11/29 21:52:29
596,ID:3HO0M1DFMNIKU,>>590  これすらも疑ってしまう自分がいる,2018/11/29 21:53:03
597,ID:SH8DveRrdNIKU,データは誰でも引っこ抜ける  問題は掲載（公開）してること,2018/11/29 21:54:53
598,ID:4Gozqizb0NIKU,竹書房が横流ししてるとでも…,2018/11/29 22:09:01
599,ID:Ymgx/T3lMNIKU,じうじまでまたないもいけない？,2018/11/29 22:12:42
600,ID:1SBpQMwo0NIKU,やはりタケショボーは悪い文明！！  粉砕する！！,2018/11/29 22:17:45
601,ID:gFnOKNPGdNIKU,やっぱり指定暴力団じゃないか！,2018/11/29 22:23:33
602,ID:8PWpWnaz0NIKU,ナナチの販売は禁止されている,2018/11/29 22:32:24
603,ID:dFAyqIFw0NIKU,そ　んなぁ～,2018/11/29 22:34:21
604,ID:+oQbr2fEMNIKU,中田氏でググると膣内射精と出るのは  世の中田さんに失礼だろ！,2018/11/29 22:38:33
605,ID:NbNxvEIwdNIKU,ナナチはとてもクールで賢いお方なので  余計にメス堕ちさせたくなりますよねぇ,2018/11/29 22:42:02
606,ID:ymc9aymh0NIKU,ナナチはかわいいですね,2018/11/29 22:50:45
607,ID:KxHs240n0NIKU,更新ｷﾀ━━━━(ﾟ∀ﾟ)━━━━!!（幻覚？）,2018/11/29 22:57:44
608,ID:1SBpQMwo0NIKU,え何？ナナチに腟内射精？,2018/11/29 23:01:19
609,ID:nFS/jN9L0NIKU,朝日新聞電子版は日本版の謝罪文は英語版に、英語版の謝罪文は日本語版のサイトに公示するので日本語でどれだけ検索してもリンクに飛べない(urlを手打ちするしか辿り着く方法がない)って言う…まあ、暴力団でもない竹書房には関係ないね  それぐらいすれば辿り着けるのかも,2018/11/29 23:04:04
610,ID:E7zye8lb0NIKU,待ちどうしいからってサイトを開いてみんなでF5をカチカチやったらサーバーがダウンしちゃうね,2018/11/29 23:10:59
611,ID:ymc9aymh0NIKU,ctrl＋F5が効果的,2018/11/29 23:25:01
612,ID:67HFNAOj0NIKU,さあ、次の更新に踏み入る準備は整いました,2018/11/29 23:59:03
613,ID:gjkyZv600,まだだ、昼くらいまでは来ないとも限らん,2018/11/30 0:08:53
614,ID:7qK6bT8s0,あと8時間41分,2018/11/30 0:21:42
615,ID:uXLi2ly0r,私は見られなかった‥‥  逃げてきた‥‥,2018/11/30 0:22:03
616,ID:AnDlwzxWa,ナナチを風呂に入れてヨボヨボにしたい,2018/11/30 0:23:20
617,ID:3aQ37wpy0,もう期待はしないと決めていたのに&#12316;♪,2018/11/30 0:26:20
618,ID:J9EgNhQe0,6層から5層に向けて射精したら楽しそう,2018/11/30 1:36:39
619,ID:/2/gyJrE0,祝福受けられるほど飛ばない癖にw,2018/11/30 1:51:35
620,ID:wjILmTSp0,ボンドラに出せばいいじゃない,2018/11/30 2:04:40
621,ID:OSAOaTHX0,6層から5層までうんこ飛ばした奴ならいましたね...,2018/11/30 2:19:50
622,ID:U9u6C94y0,あの祭壇に祀られた黄金は  六層→五層と上昇するたびに  より純度の高い成れの果てと姿を変え続けていくのか・・・,2018/11/30 2:43:51
623,ID:0iVvp6IAa,>>603  なんで禁止なんだ？  絶滅？,2018/11/30 4:46:21
624,ID:OSAOaTHX0,国家間のバランスを変える危険性があるから,2018/11/30 7:22:45
625,ID:m1q4a0yt0,なれ果てると身体が欲の形になるって  カジャさんが言ってたけど、  ナナチのあの形はどういう欲なんだろうか。,2018/11/30 7:59:58
626,ID:KiWa18SX0,欲の形になるのは村で成れ果てた奴だけでは,2018/11/30 8:01:47
627,ID:SDyw7zJLd,くさいくさい言われる→良いにおい,2018/11/30 8:03:01
628,ID:pPVu9WYd0,すでに4chanにあるのはなぜ？,2018/11/30 8:29:58
629,ID:Ayeobhdp0,>>629  なにそれこわい,2018/11/30 8:32:25
630,ID:zbpR/KP7F,見たらもうあって草  更新確定だし、見るのはやめとこ,2018/11/30 8:47:35
631,ID:cB2TAmvaF,なんなのだこれは、どうすればいいのだ  マジで一体どういうルート？,2018/11/30 8:50:40
632,ID:JgOXE3GXa,少し探したらまじであった  今日来ると分かれば安心して更新を待てる,2018/11/30 8:50:45
633,ID:nm566UU/p,ジャンプは発売日早い海外用に早めに情報渡してたから印刷所とかでリークされてたけど、ウェブ更新でリークは草,2018/11/30 8:57:58
634,ID:uXLi2ly0r,リークの英語翻訳の方が更新より早いってなんだよ,2018/11/30 9:00:18
635,ID:BZewNt8fa,更新したぞ,2018/11/30 9:00:53
636,ID:gjkyZv600,kitaaaaaaaaaaaaaaaaaaaaaaa,2018/11/30 9:01:31
637,ID:PPspPgjU0,まじやん,2018/11/30 9:08:02
638,ID:I0M6WHn4a,通信制限かかってるから家に帰るまで見れませんわ…,2018/11/30 9:09:22
639,ID:gjkyZv600,突然の百合に草  信徒全員相手かよ,2018/11/30 9:10:59
640,ID:kAVeaan30,お　世　話　係　確　定,2018/11/30 9:11:13
641,ID:D0h/Xg1vd,ふっへえ…！,2018/11/30 9:12:08
642,ID:G2pSUIW20,ガッツリお世話してるねえ！いいね！,2018/11/30 9:16:08
643,ID:uXLi2ly0r,子供できないってお世話係に最適だしな   欧米の去勢した聖歌隊も妊娠しないから既婚者に人気だったとか,2018/11/30 9:16:15
644,ID:9CPbw6bZ0,マジで更新きてるじゃんw  読むぞ読むぞー,2018/11/30 9:18:14
645,ID:1ZZK8GWKd,ふへぇ…,2018/11/30 9:19:01
646,ID:nm566UU/p,やっぱりブエコさんはエロ子さんだった,2018/11/30 9:19:56
647,ID:D0h/Xg1vd,卵型の遺物かあ  ここで出てくるのか  というか早くナナチはよ,2018/11/30 9:20:36
648,ID:yD+8KZjx0,お世話とかほのめかすだけたと思ったらズバリだねえ～,2018/11/30 9:21:09
649,ID:HexpmSeq0,お世話がかりって男女問わずああやって「お世話」するのかな？   それともただの百合？,2018/11/30 9:22:04
650,ID:uXLi2ly0r,回数じゃなくてたくさんの人と交尾だから決定的,2018/11/30 9:23:08
651,ID:HexpmSeq0,卵型の遺物って一層でリコが採掘してなかったっけ？  レア度低そうなイメージだな,2018/11/30 9:23:33
652,ID:1ZZK8GWKd,>>650  子供ができないから～ってそういうことだろ  まぁああいう存在は  小さい集合体だと大切なんだろうね,2018/11/30 9:23:50
653,ID:YK033EL30,真の姿に形状が変わるのは遺物には良くあること,2018/11/30 9:25:29
654,ID:HexpmSeq0,まあ自分達現代人の価値観で「お世話がかり」というのは強烈なパワーワードだわ,2018/11/30 9:26:11
655,ID:7qK6bT8s0,女でも構わずお世話しちゃうのか  リコさんが危ないのか,2018/11/30 9:27:35
656,ID:HexpmSeq0,あの卵から慣れはて村が誕生するんだろうな  あのままでは感染症で隊員全滅だろうし,2018/11/30 9:27:42
657,ID:GFs9QbFyd,更新きたー,2018/11/30 9:28:01
658,ID:NEhoOe8o0,突然の百合にこっちがふっへぇだよ！  何にしても複数人と後尾してた事がはっきり明言されたエロ子さん名実ともにエロ子に  監視基地でほんのり仄めかしてた卵型異物が多い事についてもここで語られるのかな？,2018/11/30 9:28:10
659,ID:HexpmSeq0,>>656  リコがエロ子さんに「お世話」されて  リコが百合に目覚めて、こんどはナナチに「お世話」するんですよね…,2018/11/30 9:28:58
660,ID:SjFv5R+Ep,出先で読めない、  3行で解説はよ,2018/11/30 9:29:11
661,ID:uXLi2ly0r,50話更新まあああああああああ？,2018/11/30 9:29:28
662,ID:LkoThnZn0,>>658  ネタかと思ったらホントにきてた,2018/11/30 9:30:32
663,ID:/RW6UgTtd,可愛い子でてきたと思ったらエロ子とちちくりあってやがる…,2018/11/30 9:31:13
664,ID:G2pSUIW20,ノンケでも構わずお世話しちまうヴェコさん,2018/11/30 9:31:22
665,ID:HexpmSeq0,>>661  エロ子は隊員とやりまくり(お世話)  毒水の影響で隊員全滅の危機  悪夢の始まり？卵型の遺物現る,2018/11/30 9:32:10
666,ID:1ZZK8GWKd,>>661  たくさんのヒトと  交尾した  におい,2018/11/30 9:34:04
667,ID:o+fGi+9X0,毒水じゃなくて寄生虫の類に見える  人喰いアメーバ的な物でも棲み付いてるのかね,2018/11/30 9:36:25
668,ID:YK033EL30,余所の水恐怖症の俺の心をざわつかせる展開  だから海外とか行きたくない。,2018/11/30 9:39:48
669,ID:rfh087vQa,何とか見れた！フリーWi-Fi万歳！  イルミューイ可愛いよイルミューイ   お世話係＝下の世話説に拒否反応示してた人たち大丈夫？,2018/11/30 9:39:52
670,ID:IzLjF2gu0,>>652  卵型は上層でも大量に出土する  層が深くなるほどに複雑化する,2018/11/30 9:41:20
671,ID:7qK6bT8s0,あの大男がジュロイモーかと思ってたが違った,2018/11/30 9:41:35
672,ID:uyTOKXJea,ビクビクしながら読んでたけどドシガタ展開は次回か   >>632  鬼畜音ゲー乙ｗ,2018/11/30 9:43:20
673,ID:EQCrFci7M,更新キター!!!,2018/11/30 9:43:55
674,ID:/RW6UgTtd,甲羅ウサギ食べられちゃったのかな…,2018/11/30 9:44:53
675,ID:PFVZTeaqp,エロコさんを見守るペラフの優しい眼差しよ  こんなにクールでインテリなイケメンがどうしてああなった,2018/11/30 9:45:09
676,ID:ssV3h+vEr,イルミューイ＝ファプタなんだろうけどイルミューイの頃はそすそす言ってなかったんだな,2018/11/30 9:47:12
677,ID:D0h/Xg1vd,>>661  ふ  っ  へえ…！,2018/11/30 9:47:24
678,ID:noYJI10N0,べラフ相変わらずイケメンすぎて笑た  あれがどうしたらああなるんだよ怖いよナナチ…,2018/11/30 9:48:07
679,ID:xrkvof03K,>>675  骨拾って首飾りにしてるコマあったし…,2018/11/30 9:48:14
680,ID:7c2fcqKn0,ベラフが随時賢い描写やカッコいい描写差し込んでくるの憎い…  これがあんな成り果てるのを知ってるだけに,2018/11/30 9:49:41
681,ID:uXLi2ly0r,下痢を余裕でさわれるとかそっちの方もいけるんですね,2018/11/30 9:50:42
682,ID:YsNwdpdQ0,ヤドネが食われてる同じページで女隊員と情事に励むブエコさんに草,2018/11/30 9:51:52
683,ID:Ki4Q6C04p,お世話係の内容が明らかになってスッキリしました,2018/11/30 9:52:29
684,ID:YK033EL30,まーた捨てられるんだよなぁ、イルミューイ…,2018/11/30 9:57:07
685,ID:1ZZK8GWKd,>>679  ほんとにな  憧れの目をミーティなんかのために差し出し  あまつさえリコの憧れさえ奪おうとした  べラフと同じとは思えない…,2018/11/30 9:57:54
686,ID:gyEpMDER0,ほんとに新作きてれう！,2018/11/30 9:58:30
687,ID:ssV3h+vEr,この漫画嘔吐も下痢も普通に描写するけどリアル路線の絵柄じゃないから読めるな  リアル絵だと自分にはちときつい,2018/11/30 9:59:11
688,ID:EPNkycqV0,ベラフ顔も頭もいいし性格も良い奴だったのに  どうして子供の体液を啜るムカデにまで堕ちちまったんだ…,2018/11/30 10:00:17
689,ID:DcLCP6lRr,病気になったやつは捨てられたのかな,2018/11/30 10:00:49
690,ID:PFVZTeaqp,一方ワズキャン  性格も中身も変わってない奇跡,2018/11/30 10:01:11
691,ID:p4WAJcX6a,ワズキャンはまだ未来が見えてそう,2018/11/30 10:02:44
692,ID:IzLjF2gu0,「私は姫には御目通り叶わなかったけど」って言ってたし、そすそす言ってないからファプタ≠イルミューイ別人説浮上だな  やっぱイルミューイ出産説濃厚か  干渉機はなんで簡単に食われてしまうん  ゴーディアンみたいに合体しろよ,2018/11/30 10:03:23
693,ID:o4ejbyLE0,いいね！,2018/11/30 10:03:45
694,ID:1P5J8jvf0,わたしの可愛いイルミューイ  子供の出来ないイルミューイ  交尾した女を嗅ぎ分けるイルミューイ,2018/11/30 10:05:48
695,ID:PFVZTeaqp,そういえばどっかで出産の描写あったな,2018/11/30 10:07:26
696,ID:HexpmSeq0,50話更新は12月20日かな？,2018/11/30 10:09:03
697,ID:7c2fcqKn0,ヴエコが子供の時に壊されて子供出来ないって  あの日々が筆舌に尽くし難い性的虐待だったと思うとつらい,2018/11/30 10:09:15
698,ID:JIu4xilQ0,【悲報】ヴェコ、マジでエロコ。,2018/11/30 10:09:23
699,ID:T2+mPKYl0,お世話係の表現は文字だけかと思ったら次のページ黄金郷でした,2018/11/30 10:09:46
700,ID:Darq3oxw0,もしこの辺りもアニメ化されたら、虫入りンボップがカラーでくっきり描かれる事になるのか,2018/11/30 10:10:40
701,ID:HexpmSeq0,結構ちゃんとした水を確保するには猛獣がいる水場に行かなきゃいけなかったんだな…,2018/11/30 10:12:14
702,ID:OSAOaTHX0,普通に確保していたリコさん隊,2018/11/30 10:13:22
703,ID:NEhoOe8o0,イルミューイは村作る時の生贄になったんじゃないかな  なんかもう既にダメっぽい感じになっちゃってるし  この後干渉器が遺物使うには原住民の生贄が必要だとかポロっと言っちゃいそう,2018/11/30 10:14:29
704,ID:gyEpMDER0,序盤からよく見た卵型の遺物とか星の羅針盤が  重要アイテムになっていくんだなぁ,2018/11/30 10:18:45
705,ID:1P5J8jvf0,あのレズビアン描写らしきものは何なの　  なんでイルミューイが覗き見してんの,2018/11/30 10:19:13
706,ID:nm566UU/p,>>693  イルミューイは子供産めない→子供を産みたいと言う願望→成れ果てる時に歪んだ形で成立→ファプタ？,2018/11/30 10:19:54
707,ID:7c2fcqKn0,このページの情報量すごい(ある意味)  https://i.imgur.com/2l5wLns.jpg,2018/11/30 10:21:06
708,ID:eaj8QT64r,今回の話で体が変異しているのは上昇負荷以外の要因だよな  成れ果てとはいってもナナチやミーティと成れ果て村の住人は別物と考えるべきかな  最後のコマの遺物が成れ果て村の成り立ちに関わっているなら  その遺物によって受ける恩恵の代償として成れ果てることになった  もしくは、成れ果てること自体に何らかのメリットがあったということか,2018/11/30 10:24:55
709,ID:/RW6UgTtd,何かガンジャ隊に情が移ってきちまった。みないい奴らやんけ…,2018/11/30 10:25:01
710,ID:/8xdDXf7a,>>708  今思考がそっちに寄ってるせいで左上が卑猥なモノに見えてくる,2018/11/30 10:25:51
711,ID:T2+mPKYl0,囁く様なシャアン・・・すこ,2018/11/30 10:29:22
712,ID:1ZZK8GWKd,というかちゃんと沸かして熱処理したのに  寄生虫生きてるってずるいよな…,2018/11/30 10:30:35
713,ID:gjkyZv600,もしかして卵型由来の寄生生物が冒険家の体内に取り込まれて  それが上昇によってさまざまな形で孵化した結果がなれ果てとかなのか？  今回の食材調達班三名とか完全になれはててるよね  ただそれだけをアビスの呪いとイコールにできるほどのもんじゃない気がするけど…  卵型遺物が多いのって1層だっけ？,2018/11/30 10:30:38
714,ID:gjkyZv600,>>713  リコ隊もなんかえらい熱いとこにある生き物の卵ゲットしてたし  現実でも海底火山付近に高熱でも生きてる生物ってのはいるからな,2018/11/30 10:32:17
715,ID:DcLCP6lRr,現実にも熱だけじゃ死なない病原菌なんていくらでもいるし,2018/11/30 10:33:31
716,ID:oHNbr8eU0,これ次ぜったいろくなことにならんだろー,2018/11/30 10:36:06
717,ID:HexpmSeq0,>>713  クマムシみたいにしぶといんだろうな…,2018/11/30 10:36:18
718,ID:YK033EL30,熱で分解しない毒素はあるけど  熱で死なない病原菌は稀,2018/11/30 10:36:53
719,ID:IzLjF2gu0,>>709  上昇負荷はすでに確認してるから驚かんやろ  通常の食料確保ルートからの帰還でああなったんだから、全員感染か、外部からの攻撃を受けたか  水が卵を産み付ける感染源ならエロ子さんも含めて全員感染してるんだろうな  あの透明な卵とウジ虫が遺物もしくはねばねばかな  卵型遺物を持ってたのはイルミューイか  或いは食料組の荷物か  「彼の鞄の中に」って言ってるからイルミューイの可能性は低いか  鞄持ってなかっただろうし,2018/11/30 10:36:59
720,ID:HexpmSeq0,>>717  今年最後の更新がトラウマ回になろうとは  度し難いな…,2018/11/30 10:37:46
721,ID:1TqUVZKk0,お母さんの臭い…  からのこれだ 度しがたい,2018/11/30 10:40:00
722,ID:ambkPtVq0,女の子のお世話もするんだなぁ、ふーん…,2018/11/30 10:40:07
723,ID:lbH5aHPR0,深海？？？層になってるってことはやっぱ年代によって違うってことなんかな,2018/11/30 10:41:14
724,ID:IzLjF2gu0,>>719  熱の中で活動する菌は稀だけど、熱で死滅しない菌は少なくない  ウェルシュ菌は100度4時間の加熱で死滅しなかった  また、カビは加熱で殺せても、カビの毒(メタミドホス)は加熱で無毒化しない,2018/11/30 10:42:09
725,ID:H7ihCSvn0,ヤバスギでしょ  https://i.imgur.com/ZqkWil8.jpg  https://i.imgur.com/340vq3j.png,2018/11/30 10:43:52
726,ID:/8xdDXf7a,熱に強いとしても実体があるなら濾過した水は飲めるんでないか,2018/11/30 10:43:59
727,ID:IzLjF2gu0,>>713  寄生虫は卵になると異常に頑強なんだよ  肥溜めは化学変化で酵素が発生して寄生虫まで殺してるから畑に使えるけど,2018/11/30 10:44:33
728,ID:g9Bpl34rd,>>726  ヴエコさんふつうにおっぱいでかかった  お世話されてぇ,2018/11/30 10:45:47
729,ID:IzLjF2gu0,>>727  濾過ってのは飽くまでフィルターの網目以上のものだけだし  完全に濾過されてる筈の人間の尿からコーヒーの香りがしたり、シュウ酸カルシウムが結石になったりするって事は成分そのものは変化してないから,2018/11/30 10:46:46
730,ID:oHNbr8eU0,どこで着るんだこんなもんｗ  https://pbs.twimg.com/media/DtE8Ls7W0AA3tZz.jpg,2018/11/30 10:47:03
731,ID:PFVZTeaqp,芽胞形成する奴らは厄介だよな,2018/11/30 10:52:41
732,ID:WNnKUD7E0,最近クソT流行ってるし割と普通に着れる気がする,2018/11/30 10:54:13
733,ID:lbH5aHPR0,卵の中に星の羅針盤っぽいのがあるな,2018/11/30 10:56:01
734,ID:85rMp9gbd,住血吸虫のように水に触れただけで感染する寄生虫もいる  不用意に煮沸してない水に触れたものが発病したのではないか,2018/11/30 10:57:17
735,ID:E9Mj3zJ4M,村自体がイルミューイだったりしそうで怖い,2018/11/30 11:03:29
736,ID:q10XgEpH0,27ページか…て最初思ってしまった  つくし卿体悪くしてないといいけど,2018/11/30 11:05:31
737,ID:eaj8QT64r,>>736  その可能性が一番高いと思う,2018/11/30 11:05:54
738,ID:1ZZK8GWKd,>>736  ネバネバがイルミューイとか,2018/11/30 11:07:36
739,ID:ul02JIby0,感染症にかかるかからないって事なら  各個人の抵抗力の差もありそう,2018/11/30 11:07:40
740,ID:nm566UU/p,>>737  今月2回あるっていうし、まぁ大丈夫でしょ,2018/11/30 11:07:52
741,ID:PXy4g7yr0,>>726  やっぱりショタコンなんすねぇー,2018/11/30 11:08:01
742,ID:cZO577kO0,大きく予想は裏切らないがところどころ度し難い展開あっていいね！,2018/11/30 11:09:01
743,ID:sCDZSfS5K,エロ子さんはべラフやワズキャンのお世話もしてるのかな?,2018/11/30 11:11:57
744,ID:4Ms0R8v2r,ベラフさんはいつも喫ヴエゴですよ,2018/11/30 11:13:28
745,ID:ambkPtVq0,>>741  えっ！あと半日でもう1更新を!?,2018/11/30 11:13:38
746,ID:4Ms0R8v2r,普通に考えたらお世話係が真っ先に感染しそうだけど  人の間では感染しないのかな,2018/11/30 11:15:27
747,ID:PXy4g7yr0,そろそろメインヒロインの出番なさ過ぎて名前があやふやになってきた  ンコさんだっけ？,2018/11/30 11:16:04
748,ID:iehJqoIg0,卵型異物＝太陽玉なのかな  症状が溶けてるって言われたら、、、  黄金郷で人を誘い、溶かして食べる。大穴の形的にもウツボカズラみたいだ。,2018/11/30 11:17:41
749,ID:vlNP3rq60,>>656  ヘテロセクシャルがバイセクシュアルに拡張されるだけなのでヘーキヘーキ  >>698  子宮に物を突っ込むと子供が出来なくなるなるらしい（漫画の知識だけど）  >>702  水の検査キットを持ってきていれば事故はまだ未然に防げたかもしれない  -----,2018/11/30 11:18:08
750,ID:4Ms0R8v2r,あの焼けた徹の棒でも突き刺されたのじゃろ,2018/11/30 11:19:51
751,ID:oHNbr8eU0,つくし卿自ら「実は更新きてる」とかツイートしてるｗ,2018/11/30 11:24:10
752,ID:DnWtC8lX0,ヴェ子の慰めは女の子同士でもするのかぁ,2018/11/30 11:24:55
753,ID:BBYe0VKgK,絶対こいつがジュロイモだろ！って思ってた奴がジュロイモじゃなかった…,2018/11/30 11:25:46
754,ID:ftX4ONbfr,イルミューイ＝いるぶる 供物   黒くてどろどろしたやつ＝イルミューイの子供 精算による生物との混成物   そす＝イルミューイが最初に産み出したもの、母を解放したい。村人は寄生虫殺す   ヴエゴ＝イルミューイを供物にすることを反対し拘束される。以後イルミューイが産み出すものに名前をつけ情報をもらう,2018/11/30 11:25:51
755,ID:PXy4g7yr0,>>753  しかも本人楽しそうだしドエロレズ子になってしまったか,2018/11/30 11:28:25
756,ID:YzFz2UkZ0,ついに覇王の卵登場だな。   次回はいよいよ「捧・・・げる・・・」の回か。,2018/11/30 11:28:35
757,ID:ssV3h+vEr,生まれつき子宮がないロキタンスキー症候群ってのがあるらしいから  イルミューイはそういうのだったのかもな  レントゲンとかない時代にどうやって判明したのかは謎だが,2018/11/30 11:31:40
758,ID:XYOg1KXY0,やっぱり綺麗で小魚一匹いない水は生き物の住めない水なんやなあ…  こえぇ…,2018/11/30 11:32:17
759,ID:AqnT/m/u0,相変わらずワズキャンは超然としてるな  汗かいてる描写が一つもない,2018/11/30 11:34:27
760,ID:inKnhldD0,この熱 我々も 近づけない   なら俺らだって焼け死ぬわ このポンコツめ…    ここすき,2018/11/30 11:34:56
761,ID:KsjhsUt70,沢山採れる遺物として世界に拡散した太陽玉が  実はヤバイ寄生虫の卵だった・・？   それとももっとヤバイものなの・・・？,2018/11/30 11:40:24
762,ID:YzFz2UkZ0,あと、ついにレグが黄金郷の本当の住人であることが分かったね。  体に模様のある人のようなモノ。  エロ子もそう推測していたし、  干渉器の意匠とレグが似てるのは、黄金郷の住人が干渉器を作ったからなのかな。,2018/11/30 11:47:11
763,ID:E11iWHfN0,>>749  太陽玉を大腸玉に空目,2018/11/30 11:50:10
764,ID:5GbUFA9r0,んなぁ！今日更新じゃん！  有給とってゆっくり待ってるぜ～,2018/11/30 11:51:23
765,ID:5GbUFA9r0,待とうと思ってたらもう来てたぜ,2018/11/30 11:52:12
766,ID:H0tqeoIwd,ボンドルドの偉業に羽虫の発生源を水だと突き止めて猛毒を流したってのあるけど  下痢から出てきたのは羽虫の幼虫かな？  熱で死ななくても毒なら死ぬしね  さすが我らのボンドルドだわ,2018/11/30 11:52:18
767,ID:HexpmSeq0,>>755  まあ、こんな感じやろうなあ…   でもなんか  イルミューイ＝カジャさんな気もする,2018/11/30 11:52:39
768,ID:IzLjF2gu0,>>744  ベラフ女キャラ説を推す,2018/11/30 11:52:51
769,ID:050MxZ7D0,ぐつぐつ煮込んでも生物しては死んでても筋肉は生きているという生き物の卵がすでに登場してるしなぁ  より下等な生き物だと過熱しても卵の状態だと死なないのかもしれん  最終的には水場に堆積していた生き物みたいに溶けて割れて板状になっちゃうんだろうな  外見に現れてる症状がそれっぽいし,2018/11/30 11:53:51
770,ID:D0h/Xg1vd,ワズさんはそこら辺の原生生物犯してそう,2018/11/30 11:54:21
771,ID:NoHouEWr0,干渉器ってみんな強いのかと思ったら  ほぼ雑魚やん  そりゃアビス大穴で連絡途絶えるわ,2018/11/30 11:54:29
772,ID:4yMLvyRWd,オオガスミの成長途中の巣ってことは  ワズキャンはオオガスミ割と詳しく知ってたし,2018/11/30 11:54:53
773,ID:WDxyx39ua,エロ子さん普通にやりまくってて草,2018/11/30 11:56:08
774,ID:XYOg1KXY0,>>770  中から溶かしていって最後はそうなるんだろうね…  中から宿主を食べちゃう寄生虫って本当にいるもんな  恐ろしや…,2018/11/30 11:56:56
775,ID:3n2mW2Pzr,ワズニャンなら病気にならないように透明な卵を生で食べるよ,2018/11/30 11:59:13
776,ID:IzLjF2gu0,>>758  「兄たちとても可愛がってくれた」って言ってたからそう言う事でしょ  あの年なら十分大人って事だよ,2018/11/30 11:59:32
777,ID:PFVZTeaqp,ワズキャン虫食って耐性つけてたな  さすが俺たちのワズキャン,2018/11/30 12:00:00
778,ID:UGIqg6Dv0,>>736  子供を埋めなくて放逐されたから1番の欲望は母になることか,2018/11/30 12:04:25
779,ID:HexpmSeq0,卵型遺物は欲望を叶えてくれる魔法の卵的な奴なんかな？,2018/11/30 12:06:10
780,ID:HexpmSeq0,>>758  子宮がないと性的な快感は得られないのかな？,2018/11/30 12:06:53
781,ID:LkoThnZn0,煮沸しても卵はダメなのか？,2018/11/30 12:09:54
782,ID:ghSF0bldp,>>767  6層降りてた時に突き止めたのかなるほど,2018/11/30 12:12:04
783,ID:1ZZK8GWKd,>>751  そういえばそんな去勢方法あった気がする,2018/11/30 12:12:16
784,ID:/2/gyJrE0,お世話係で内容入ってこねえ！,2018/11/30 12:13:07
785,ID:H/MRxs090,エロ子さんがディルドみたいなの着けてんだろうか,2018/11/30 12:16:23
786,ID:/2/gyJrE0,あと隣のペット食われた所気付かなかった,2018/11/30 12:16:36
787,ID:VysLMODUF,ガンジャ隊で別の漫画1本出来そうなぐらい濃いな  リコレグナナチが空気…,2018/11/30 12:17:44
788,ID:cZO577kO0,姫乳房なのか太陽玉なのか  やっぱ未解明遺物はロクなもんじゃねえな！,2018/11/30 12:18:24
